1,0.11165,0.117098,0.124271,0.119193,0.112559,,0.1169542
2,0.08363,0.085934,0.092263,0.087928,0.084321,,0.0868152
3,0.075813,0.076011,0.084177,0.078839,0.074528,,0.0778736
4,0.071269,0.071493,0.078595,0.07486,0.069573,,0.073158
5,0.068557,0.070544,0.07505,0.071682,0.066996,,0.0705658
6,0.064111,0.067597,0.072633,0.06926,0.064719,,0.067664
7,0.064848,0.065268,0.071035,0.068177,0.063951,,0.0666558
8,0.064131,0.065756,0.069944,0.066447,0.064708,,0.0661972
9,0.063863,0.064936,0.070552,0.067119,0.062927,,0.0658794
10,0.063329,0.066225,0.069381,0.066295,0.062292,,0.0655044
11,0.062991,0.064579,0.069178,0.065723,0.062429,,0.06498
12,0.062896,0.063773,0.069106,0.066468,0.06181,,0.0648106
13,0.062314,0.064215,0.068689,0.065227,0.062113,,0.0645116
14,0.069418,0.0643,0.068392,0.066253,0.061452,,0.065963
15,0.06231,0.063961,0.069098,0.065776,0.062894,,0.0648078
16,0.062897,0.064289,0.069861,0.06606,0.062002,,0.0650218
17,0.06034,0.063907,0.068915,0.065616,0.062742,,0.064304
18,0.061203,0.063773,0.07006,0.065623,0.062186,,0.064569
19,0.061942,0.064068,0.069603,0.066541,0.063022,,0.0650352
20,0.061958,0.063706,0.069256,0.066014,0.062918,,0.0647704
21,0.059966,0.065271,0.069332,0.065308,0.063596,,0.0646946
22,0.061562,0.065243,0.069162,0.068155,0.062818,,0.065388
23,0.060513,0.065419,0.069541,0.066077,0.062978,,0.0649056
24,0.062282,0.065377,0.069806,0.066517,0.06342,,0.0654804
25,0.061935,0.066296,0.070916,0.066618,0.063123,,0.0657776
26,0.062575,0.064858,0.071801,0.067222,0.062915,,0.0658742
27,0.06308,0.064709,0.07166,0.067477,0.063105,,0.0660062
28,0.062208,0.066131,0.072416,0.067498,0.063126,,0.0662758
29,0.06244,0.066967,0.071836,0.06751,0.064719,,0.0666944
30,0.061508,0.065452,0.070626,0.067922,0.064005,,0.0659026
31,0.060908,0.065594,0.071261,0.06791,0.063465,,0.0658276
32,0.062978,0.065868,0.071371,0.068337,0.064301,,0.066571
33,0.062187,0.065948,0.07524,0.068377,0.064368,,0.067224
34,0.063012,0.06615,0.071901,0.074134,0.064244,,0.0678882
35,0.063209,0.065867,0.071647,0.068736,0.064648,,0.0668214
36,0.063618,0.065613,0.073241,0.068241,0.064736,,0.0670898
37,0.062492,0.066579,0.072193,0.068182,0.064091,,0.0667074
38,0.061968,0.06698,0.071175,0.068695,0.06506,,0.0667756
39,0.062387,0.067123,0.071138,0.068606,0.065084,,0.0668676
40,0.063972,0.066333,0.070968,0.068728,0.065398,,0.0670798
41,0.06428,0.067917,0.071483,0.068464,0.064589,,0.0673466
42,0.064115,0.068346,0.071478,0.068821,0.065603,,0.0676726
43,0.064533,0.069822,0.071073,0.070314,0.065851,,0.0683186
44,0.06458,0.067605,0.072993,0.069435,0.0658,,0.0680826
45,0.064122,0.067016,0.072147,0.0698,0.066615,,0.06794
46,0.063175,0.067186,0.071497,0.069412,0.066568,,0.0675676
47,0.064263,0.06756,0.071348,0.068986,0.066113,,0.067654
48,0.065437,0.067378,0.07214,0.069745,0.066122,,0.0681644
49,0.063916,0.068718,0.072075,0.06989,0.068012,,0.0685222
50,0.065222,0.069439,0.072091,0.070304,0.066905,,0.0687922
51,0.065447,0.069213,0.072703,0.071053,0.068026,,0.0692884
52,0.065704,0.067765,0.075526,0.070933,0.066719,,0.0693294
53,0.065683,0.068315,0.076727,0.070638,0.0678,,0.0698326
54,0.065863,0.068485,0.075255,0.071589,0.067816,,0.0698016
55,0.066729,0.068524,0.075911,0.071809,0.06803,,0.0702006
56,0.066457,0.068527,0.075367,0.072087,0.068065,,0.0701006
57,0.066497,0.068947,0.077247,0.075184,0.06845,,0.071265
58,0.068854,0.068972,0.075942,0.072325,0.067815,,0.0707816
59,0.068788,0.06883,0.076074,0.072339,0.068981,,0.0710024
60,0.068027,0.069675,0.07613,0.071906,0.068,,0.0707476
61,0.073524,0.071421,0.077153,0.071283,0.069256,,0.0725274
62,0.073486,0.071306,0.076505,0.072505,0.068349,,0.0724302
63,0.072267,0.070352,0.076858,0.072444,0.068787,,0.0721416
64,0.07562,0.070535,0.077159,0.072194,0.069929,,0.0730874
65,0.071841,0.070986,0.077779,0.073682,0.068363,,0.0725302
66,0.071532,0.071619,0.076872,0.072828,0.069626,,0.0724954
67,0.072899,0.070231,0.07749,0.072851,0.06915,,0.0725242
68,0.073263,0.071334,0.078638,0.073923,0.069513,,0.0733342
69,0.073066,0.070513,0.078129,0.072728,0.06903,,0.0726932
70,0.07439,0.073242,0.077801,0.07331,0.06954,,0.0736566
71,0.074008,0.070985,0.082509,0.073855,0.068989,,0.0740692
72,0.074601,0.071108,0.08262,0.074297,0.070849,,0.074695
73,0.074388,0.071759,0.0827,0.073956,0.069453,,0.0744512
74,0.074678,0.071967,0.082671,0.074564,0.070082,,0.0747924
75,0.074203,0.077236,0.082641,0.074649,0.070864,,0.0759186
76,0.075971,0.077757,0.08303,0.075625,0.070667,,0.07661
77,0.075209,0.077538,0.083492,0.074417,0.07068,,0.0762672
78,0.0757,0.078417,0.083519,0.074737,0.071413,,0.0767572
79,0.075577,0.078387,0.08314,0.07539,0.071011,,0.076701
80,0.07562,0.077478,0.084406,0.076251,0.073067,,0.0773644
81,0.073199,0.078083,0.083825,0.075245,0.070617,,0.0761938
82,0.075598,0.079604,0.083652,0.075771,0.070716,,0.0770682
83,0.075492,0.081292,0.084791,0.0773,0.07065,,0.077905
84,0.076588,0.081972,0.084193,0.075856,0.07084,,0.0778898
85,0.076785,0.08052,0.085247,0.075853,0.070706,,0.0778222
86,0.080413,0.080197,0.084465,0.075791,0.071113,,0.0783958
87,0.07692,0.079565,0.085348,0.075989,0.071511,,0.0778666
88,0.077288,0.080858,0.082825,0.07604,0.071623,,0.0777268
89,0.077255,0.081256,0.082091,0.076254,0.073649,,0.078101
90,0.077917,0.081505,0.079265,0.076887,0.073412,,0.0777972
91,0.077085,0.080782,0.078704,0.076944,0.072936,,0.0772902
92,0.074716,0.080607,0.083806,0.076811,0.073614,,0.0779108
93,0.074389,0.082322,0.08392,0.077759,0.073909,,0.0784598
94,0.080232,0.080868,0.08788,0.07769,0.074042,,0.0801424
95,0.08148,0.082294,0.084393,0.078118,0.073731,,0.0800032
96,0.082982,0.078933,0.084718,0.077769,0.0748,,0.0798404
97,0.083421,0.080037,0.084426,0.079089,0.074657,,0.080326
98,0.082037,0.080119,0.085003,0.077628,0.075242,,0.0800058
99,0.082006,0.08013,0.084827,0.078352,0.075416,,0.0801462
100,0.082476,0.080622,0.085232,0.078744,0.075989,,0.0806126
